"Geneid"	"Phase1.IR1.1009.POOL.0003202425.5104.SL.0095"	"Phase1.IR1.1009.POOL.0003202427.5104.SL.0287"	".Phase1.IR1.1009.POOL.0003202429.5104.SL.0479"
"ENSG00000213695.3"	0	0	1
"ENSG00000147100.5"	8	4	1
"ENSG00000264531.1"	0	0	0
"ENSG00000231206.2"	3	1	5
"ENSG00000230673.3"	128	94	128
"ENSG00000131263.8"	6184	4354	6009
"ENSG00000199885.1"	0	0	2
"ENSG00000050030.9"	108	72	89
"ENSG00000271589.1"	0	0	0
"ENSG00000131269.11"	876	528	809
"ENSG00000229661.1"	2	0	0
"ENSG00000199601.1"	0	0	0
"ENSG00000094841.9"	732	489	633
"ENSG00000232186.1"	0	2	1
"ENSG00000102383.9"	20	20	25
"ENSG00000233254.1"	4	0	5
"ENSG00000237089.2"	0	3	1
"ENSG00000224775.2"	24	9	17
"ENSG00000215105.3"	56	50	41
"ENSG00000186675.5"	1	1	2
"ENSG00000233063.2"	0	1	0
"ENSG00000226753.1"	0	0	1
"ENSG00000255752.1"	0	0	0
"ENSG00000226854.1"	1	4	3
"ENSG00000232332.1"	2	1	2
"ENSG00000102390.6"	318	181	267
"ENSG00000237252.1"	0	1	3
"ENSG00000201826.1"	1	0	0
"ENSG00000213684.4"	2	5	1
"ENSG00000198934.3"	177	68	88
"ENSG00000223259.1"	0	0	0
"ENSG00000235447.2"	0	3	0
"ENSG00000207995.1"	0	0	0
"ENSG00000201447.1"	0	1	0
"ENSG00000234404.2"	1	0	0
"ENSG00000196468.5"	0	1	0
"ENSG00000085224.16"	7054	4244	5988
"ENSG00000237106.2"	0	0	0
"ENSG00000102158.15"	2524	1980	2601
"ENSG00000200906.1"	0	0	0
"ENSG00000263410.1"	0	0	0
"ENSG00000131174.4"	445	308	529
"ENSG00000165240.13"	2887	2014	2719
"ENSG00000248503.2"	146	110	169
"ENSG00000226784.1"	2	0	0
"ENSG00000102144.9"	11059	7790	11711
"ENSG00000187325.4"	186	115	200
"ENSG00000223592.2"	1	1	2
"ENSG00000173198.4"	1153	809	1005
"ENSG00000224755.1"	0	2	1
"ENSG00000235061.3"	0	0	0
"ENSG00000179300.3"	1	1	0
"ENSG00000271433.1"	0	0	0
"ENSG00000147145.8"	12	11	6
"ENSG00000227645.2"	0	0	2
"ENSG00000078589.8"	1386	810	1320
"ENSG00000232168.2"	1	1	0
"ENSG00000147138.1"	901	614	803
"ENSG00000271005.1"	0	0	1
"ENSG00000225025.2"	37	17	33
"ENSG00000078596.6"	1049	688	946
"ENSG00000270268.1"	1	0	0
"ENSG00000122145.10"	2	0	0
"ENSG00000215104.4"	3	1	5
"ENSG00000174016.7"	0	3	1
"ENSG00000230247.2"	0	3	0
"ENSG00000228051.1"	2	0	0
"ENSG00000228612.2"	6	5	2
"ENSG00000165288.10"	6430	3808	5156
"ENSG00000225715.1"	0	0	0
"ENSG00000239008.1"	1	0	0
"ENSG00000212623.1"	1	2	0
"ENSG00000073905.8"	5	2	3
"ENSG00000212546.1"	0	0	0
"ENSG00000198157.6"	50	23	39
"ENSG00000131171.8"	4610	3249	4932
"ENSG00000264374.1"	72	42	70
"ENSG00000231875.1"	49	39	40
"ENSG00000224523.1"	9	9	11
"ENSG00000233446.2"	0	0	2
"ENSG00000206826.1"	0	0	0
"ENSG00000228041.2"	0	0	0
"ENSG00000213653.4"	0	0	0
"ENSG00000202183.1"	0	0	0
"ENSG00000236365.1"	0	0	0
"ENSG00000232735.2"	0	0	0
"ENSG00000272066.1"	0	0	2
"ENSG00000196767.4"	0	0	2
"ENSG00000272294.1"	0	1	0
"ENSG00000236870.2"	0	0	0
"ENSG00000215102.2"	1	2	1
"ENSG00000183035.8"	1	0	0
"ENSG00000072133.6"	18	8	17
"ENSG00000221494.1"	0	0	0
"ENSG00000165259.9"	127	80	114
"ENSG00000233484.2"	2	1	4
"ENSG00000259640.1"	8	7	4
"ENSG00000237211.2"	1	1	3
"ENSG00000229547.4"	0	1	1
"ENSG00000230781.1"	1	0	0
"ENSG00000155008.9"	169	102	115
"ENSG00000184788.8"	0	2	0
"ENSG00000235461.1"	2	0	0
"ENSG00000147180.12"	62	53	69
"ENSG00000264517.1"	0	0	0
"ENSG00000124429.13"	29	14	27
"ENSG00000223707.2"	4	2	3
"ENSG00000188419.9"	980	681	941
"ENSG00000199051.1"	4	0	3
"ENSG00000199567.1"	0	0	0
"ENSG00000234039.2"	0	0	0
"ENSG00000225536.2"	2	1	2
"ENSG00000223574.1"	0	0	1
"ENSG00000126733.16"	3	3	3
"ENSG00000215093.3"	1	1	1
"ENSG00000223772.1"	0	0	0
"ENSG00000231478.1"	0	0	0
"ENSG00000271290.1"	0	0	0
"ENSG00000236190.1"	0	0	0
"ENSG00000271457.1"	0	0	1
"ENSG00000200422.1"	0	0	0
"ENSG00000230478.1"	0	0	0
"ENSG00000264366.1"	0	0	0
"ENSG00000102271.9"	16	13	11
"ENSG00000237506.2"	13	20	14
"ENSG00000271205.1"	0	0	1
"ENSG00000270446.1"	0	0	1
"ENSG00000271056.1"	1	0	1
"ENSG00000230706.2"	0	0	0
"ENSG00000230956.2"	0	2	0
"ENSG00000252016.1"	0	0	0
"ENSG00000271693.1"	0	0	0
"ENSG00000147183.5"	1	0	0
"ENSG00000271157.1"	0	0	1
"ENSG00000232576.2"	0	0	0
"ENSG00000270745.1"	1	0	0
"ENSG00000224065.2"	0	0	0
"ENSG00000225012.1"	0	1	0
"ENSG00000221005.1"	0	0	0
"ENSG00000153779.8"	0	2	1
"ENSG00000227581.2"	0	1	1
"ENSG00000226081.2"	0	0	2
"ENSG00000227434.2"	0	0	0
"ENSG00000229667.2"	0	0	1
"ENSG00000207515.1"	0	0	1
"ENSG00000206062.4"	0	2	0
"ENSG00000234161.1"	1	1	2
"ENSG00000236413.2"	0	0	0
"ENSG00000174740.7"	2	1	1
"ENSG00000230275.2"	0	1	0
"ENSG00000102290.17"	3	3	5
"ENSG00000222440.1"	1	44	3
"ENSG00000234702.1"	2	0	0
"ENSG00000229132.2"	18	35	29
"ENSG00000215089.3"	0	2	0
"ENSG00000211526.1"	0	0	0
"ENSG00000230543.1"	0	0	0
"ENSG00000225912.1"	0	1	0
"ENSG00000237873.1"	0	0	0
"ENSG00000234130.2"	1	4	2
"ENSG00000234322.1"	3	3	2
"ENSG00000237381.2"	1	1	1
"ENSG00000228301.1"	0	0	1
"ENSG00000186310.9"	80	51	65
"ENSG00000179083.5"	0	3	3
"ENSG00000270826.1"	0	0	0
"ENSG00000212495.1"	0	0	0
"ENSG00000202410.1"	0	0	0
"ENSG00000227521.2"	0	0	0
"ENSG00000232293.2"	2	1	1
"ENSG00000231001.2"	0	0	0
"ENSG00000221665.1"	0	0	0
"ENSG00000221187.1"	0	0	0
"ENSG00000212098.1"	0	0	1
"ENSG00000271094.1"	0	0	0
"ENSG00000223467.2"	0	0	2
"ENSG00000201567.1"	1	1	0
"ENSG00000215085.4"	0	0	0
"ENSG00000236185.1"	0	0	0
"ENSG00000226307.1"	0	0	0
"ENSG00000235425.2"	0	0	0
"ENSG00000270583.1"	0	0	0
"ENSG00000232842.2"	2	7	3
"ENSG00000242998.2"	0	0	0
"ENSG00000203262.3"	1	3	1
"ENSG00000232069.1"	0	0	0
"ENSG00000271209.1"	0	0	0
"ENSG00000223260.1"	1	1	0
"ENSG00000229693.2"	0	0	0
"ENSG00000147202.13"	1762	1215	1559
"ENSG00000207426.1"	0	0	0
"ENSG00000204086.3"	80	51	64
"ENSG00000214628.3"	0	0	0
"ENSG00000265260.1"	9	0	6
"ENSG00000236256.5"	1	1	2
"ENSG00000233887.1"	1	0	0
"ENSG00000237752.2"	0	2	1
"ENSG00000234889.2"	0	2	0
"ENSG00000236243.2"	0	0	0
"ENSG00000271322.1"	0	0	0
"ENSG00000213704.3"	1	1	0
"ENSG00000226837.2"	2	0	1
"ENSG00000252430.1"	0	1	0
"ENSG00000215070.3"	0	5	0
"ENSG00000270308.1"	0	2	0
"ENSG00000229946.2"	0	0	0
"ENSG00000252296.1"	0	0	0
"ENSG00000236988.2"	0	3	0
"ENSG00000230592.2"	1	5	1
"ENSG00000165194.10"	4	9	6
"ENSG00000000005.5"	0	9	3
"ENSG00000000003.10"	18	13	25
"ENSG00000102359.5"	2	2	3
"ENSG00000261295.1"	0	2	0
"ENSG00000102362.11"	103	95	108
"ENSG00000223819.2"	1	2	2
"ENSG00000238116.2"	1	1	5
"ENSG00000101811.9"	320	227	273
"ENSG00000202231.1"	0	0	0
"ENSG00000007952.13"	3	6	3
"ENSG00000239345.2"	3	0	1
"ENSG00000233680.4"	5	4	7
"ENSG00000179031.8"	0	3	1
"ENSG00000182489.7"	97	48	62
"ENSG00000182574.7"	0	0	2
"ENSG00000174225.10"	2	2	3
"ENSG00000188917.10"	1507	981	1330
"ENSG00000225839.2"	6	7	6
"ENSG00000126950.7"	2	3	1
"ENSG00000102384.9"	83	82	77
"ENSG00000231643.4"	3	0	0
"ENSG00000102385.8"	15	16	18
"ENSG00000102387.11"	4	4	8
"ENSG00000222203.1"	1	1	0
"ENSG00000202024.1"	0	0	0
"ENSG00000270813.2"	9	0	3
"ENSG00000183911.7"	1	1	0
"ENSG00000126953.5"	210	86	130
"ENSG00000010671.11"	2545	1591	2378
"ENSG00000241343.5"	245	142	218
"ENSG00000257529.1"	0	0	1
"ENSG00000102393.5"	521	403	583
"ENSG00000126945.8"	3056	1621	2644
"ENSG00000196440.7"	469	193	349
"ENSG00000221132.1"	1	0	0
"ENSG00000234557.2"	0	0	0
"ENSG00000237682.2"	2	4	3
"ENSG00000126947.7"	47	36	46
"ENSG00000204072.3"	0	1	1
"ENSG00000198960.6"	362	217	395
"ENSG00000102401.15"	1070	666	951
"ENSG00000228275.1"	0	3	2
"ENSG00000261101.1"	86	24	38
"ENSG00000207291.1"	2	0	1
"ENSG00000184867.9"	124	66	74
"ENSG00000223753.2"	1	2	0
"ENSG00000212584.1"	0	0	0
"ENSG00000229090.2"	0	1	0
"ENSG00000178146.9"	26	46	45
"ENSG00000126952.12"	4	5	5
"ENSG00000166432.10"	1499	938	1298
"ENSG00000235196.3"	0	0	0
"ENSG00000252810.1"	0	0	0
"ENSG00000235976.2"	0	1	0
"ENSG00000226119.1"	1	0	0
"ENSG00000234901.1"	0	0	3
"ENSG00000184905.4"	3	10	7
"ENSG00000204071.5"	2	3	1
"ENSG00000184515.6"	11	25	32
"ENSG00000251525.2"	2	1	1
"ENSG00000185554.10"	1	2	0
"ENSG00000215046.4"	0	0	0
"ENSG00000226613.1"	0	0	0
"ENSG00000185945.9"	1	0	0
"ENSG00000215029.4"	0	0	0
"ENSG00000231590.1"	0	0	0
"ENSG00000158164.6"	3	1	7
"ENSG00000176318.8"	2	3	1
"ENSG00000196970.4"	4	3	1
"ENSG00000125962.10"	431	277	397
"ENSG00000271147.3"	157	104	176
"ENSG00000270050.1"	1	3	2
"ENSG00000227211.2"	0	0	0
"ENSG00000198932.8"	1254	916	1273
"ENSG00000252294.1"	0	0	0
"ENSG00000230320.1"	9	3	5
"ENSG00000158301.14"	69	64	58
"ENSG00000198908.7"	137	84	110
"ENSG00000223546.2"	210	117	164
"ENSG00000232282.1"	6	5	12
"ENSG00000229954.1"	10	2	6
"ENSG00000237300.2"	14	7	7
"ENSG00000237628.2"	2	4	3
"ENSG00000228316.1"	3	0	6
"ENSG00000224471.2"	0	1	1
"ENSG00000226056.1"	6	3	8
"ENSG00000234886.1"	12	6	18
"ENSG00000227649.1"	1	1	0
"ENSG00000229794.2"	8	5	2
"ENSG00000239407.1"	72	42	64
"ENSG00000102128.6"	19	11	12
"ENSG00000234050.1"	1	1	0
"ENSG00000224632.1"	0	0	1
"ENSG00000133169.5"	7	7	12
"ENSG00000221010.2"	0	0	0
"ENSG00000147206.12"	12	7	8
"ENSG00000226241.2"	1	0	1
"ENSG00000200662.1"	0	0	0
"ENSG00000233071.3"	0	0	0
"ENSG00000102409.9"	316	239	353
"ENSG00000180964.12"	300	210	282
"ENSG00000224692.1"	2	3	0
"ENSG00000204065.2"	1	0	3
"ENSG00000133134.7"	99	76	90
"ENSG00000182916.7"	0	2	0
"ENSG00000238049.2"	1	0	0
"ENSG00000185222.7"	10	7	7
"ENSG00000166681.9"	236	248	330
"ENSG00000234405.1"	3	0	2
"ENSG00000172476.3"	8	10	3
"ENSG00000133142.13"	119	100	164
"ENSG00000196507.6"	97	70	98
"ENSG00000266568.1"	1	2	2
"ENSG00000224031.1"	12	6	10
"ENSG00000172465.9"	108	63	94
"ENSG00000180284.5"	12	6	8
"ENSG00000123562.12"	1420	1050	1324
"ENSG00000231154.1"	58	44	30
"ENSG00000188828.7"	2	5	2
"ENSG00000179363.6"	3	2	1
"ENSG00000123560.9"	2	6	4
"ENSG00000221392.1"	0	0	0
"ENSG00000123570.3"	39	28	38
"ENSG00000222419.1"	1	1	1
"ENSG00000231787.4"	6	11	8
"ENSG00000234345.2"	50	20	25
"ENSG00000231728.2"	61	23	37
"ENSG00000158427.10"	158	85	149
"ENSG00000230312.2"	33	15	31
"ENSG00000260831.1"	72	34	44
"ENSG00000227067.2"	0	2	2
"ENSG00000233320.2"	2	0	0
"ENSG00000123569.7"	2	1	1
"ENSG00000101812.8"	1	4	3
"ENSG00000235946.1"	3	0	3
"ENSG00000176274.6"	584	420	682
"ENSG00000166707.6"	115	80	107
"ENSG00000123575.8"	2961	1917	2569
"ENSG00000123576.5"	0	1	0
"ENSG00000189108.8"	5	3	3
"ENSG00000232665.2"	1	0	0
"ENSG00000223733.1"	1	0	0
"ENSG00000133149.5"	1	1	1
"ENSG00000181819.14"	6	3	3
"ENSG00000206864.1"	0	0	0
"ENSG00000123572.12"	5	5	8
"ENSG00000222161.1"	0	0	0
"ENSG00000123561.10"	2	1	1
"ENSG00000230788.2"	0	1	0
"ENSG00000157502.8"	3	1	4
"ENSG00000256709.1"	0	0	1
"ENSG00000202407.1"	0	0	0
"ENSG00000224816.1"	1	1	1
"ENSG00000227657.1"	0	0	0
"ENSG00000147231.9"	266	162	257
"ENSG00000263515.1"	0	3	7
"ENSG00000133135.9"	5	2	6
"ENSG00000133138.15"	112	55	85
"ENSG00000133131.10"	247	197	212
"ENSG00000147223.5"	1	0	1
"ENSG00000165376.6"	1	1	7
"ENSG00000231144.1"	0	0	0
"ENSG00000089682.12"	865	583	793
"ENSG00000198088.6"	28	28	36
"ENSG00000213569.4"	6	8	3
"ENSG00000199832.1"	0	0	1
"ENSG00000080572.8"	0	1	2
"ENSG00000204053.5"	0	0	4
"ENSG00000215007.3"	1	8	5
"ENSG00000214720.4"	0	0	0
"ENSG00000207846.1"	0	0	0
"ENSG00000227610.1"	0	0	2
"ENSG00000147234.6"	128	54	98
"ENSG00000147224.6"	818	519	859
"ENSG00000157514.12"	18492	4677	7139
"ENSG00000170935.5"	4	2	2
"ENSG00000080561.9"	191	135	190
"ENSG00000236064.1"	0	2	0
"ENSG00000207363.1"	0	0	1
"ENSG00000225728.2"	1	0	0
"ENSG00000170925.3"	0	5	0
"ENSG00000101842.9"	299	169	318
"ENSG00000101843.14"	691	546	858
"ENSG00000101844.13"	352	296	350
"ENSG00000197565.11"	8	10	12
"ENSG00000189372.4"	0	0	0
"ENSG00000188153.8"	9	8	15
"ENSG00000207146.1"	0	0	0
"ENSG00000261409.1"	1	1	2
"ENSG00000260548.1"	0	0	0
"ENSG00000133124.10"	4	8	6
"ENSG00000237863.2"	3	2	0
"ENSG00000201443.1"	0	0	0
"ENSG00000226958.1"	0	0	3
"ENSG00000215000.3"	0	0	0
"ENSG00000101890.4"	1	6	10
"ENSG00000101888.7"	310	251	343
"ENSG00000233874.2"	2	1	1
"ENSG00000176076.6"	37	19	19
"ENSG00000068366.15"	5408	3879	4993
"ENSG00000237319.1"	0	0	1
"ENSG00000252069.1"	0	1	0
"ENSG00000225381.2"	4	0	1
"ENSG00000157600.7"	4494	2193	3195
"ENSG00000208013.1"	34	20	36
"ENSG00000265584.1"	49	23	42
"ENSG00000101935.5"	879	486	732
"ENSG00000208883.1"	12	13	8
"ENSG00000224142.1"	81	59	100
"ENSG00000133136.3"	1	0	0
"ENSG00000243978.4"	1	4	3
"ENSG00000225366.4"	3	0	1
"ENSG00000228042.2"	0	1	0
"ENSG00000101938.10"	4	5	5
"ENSG00000077264.10"	35	47	32
"ENSG00000226112.1"	0	0	0
"ENSG00000234349.1"	0	0	0
"ENSG00000077274.7"	0	3	1
"ENSG00000077279.12"	8	7	8
"ENSG00000251954.1"	0	0	0
"ENSG00000223904.2"	2	2	0
"ENSG00000260802.1"	1	4	1
"ENSG00000266829.1"	0	0	0
"ENSG00000229939.1"	0	1	1
"ENSG00000225031.1"	59	51	55
"ENSG00000236189.2"	1	1	0
"ENSG00000101901.6"	2692	1546	2193
"ENSG00000201420.1"	0	0	0
"ENSG00000229487.1"	0	2	0
"ENSG00000072315.3"	4	10	3
"ENSG00000204025.2"	3	4	1
"ENSG00000271421.1"	1	0	2
"ENSG00000265858.1"	0	0	0
"ENSG00000271464.1"	0	0	0
"ENSG00000271400.1"	0	1	0
"ENSG00000187823.2"	1	0	2
"ENSG00000182508.9"	15	13	19
"ENSG00000200436.1"	0	1	0
"ENSG00000213652.2"	0	1	0
"ENSG00000126016.9"	146	79	135
"ENSG00000263351.1"	0	0	0
"ENSG00000243011.2"	0	0	2
"ENSG00000232025.1"	0	1	0
"ENSG00000252930.1"	0	0	4
"ENSG00000238811.1"	0	0	0
"ENSG00000235329.2"	0	0	0
"ENSG00000220541.3"	0	0	0
"ENSG00000241743.2"	0	0	1
"ENSG00000270524.1"	0	1	3
"ENSG00000201674.1"	0	0	0
"ENSG00000207220.1"	0	0	2
"ENSG00000240327.2"	0	1	1
"ENSG00000212611.1"	0	1	0
"ENSG00000230502.1"	0	0	0
"ENSG00000271686.1"	0	0	0
"ENSG00000226547.2"	1	0	0
"ENSG00000147246.5"	1	5	3
"ENSG00000224664.2"	0	0	1
"ENSG00000208839.1"	0	0	0
"ENSG00000263653.1"	0	0	0
"ENSG00000212100.2"	0	2	0
"ENSG00000222321.1"	0	0	0
"ENSG00000221710.1"	0	0	0
"ENSG00000222715.1"	0	0	0
"ENSG00000224773.2"	0	4	1
"ENSG00000199001.1"	0	1	1
"ENSG00000270413.1"	0	0	0
"ENSG00000123496.3"	4	2	1
"ENSG00000222122.1"	0	0	0
"ENSG00000238223.1"	0	2	0
"ENSG00000236080.2"	0	0	1
"ENSG00000130224.10"	1	8	0
"ENSG00000271907.1"	0	1	0
"ENSG00000212241.1"	0	0	0
"ENSG00000175718.8"	3	1	7
"ENSG00000235656.1"	0	1	0
"ENSG00000102021.6"	1	2	0
"ENSG00000237332.1"	1	0	1
"ENSG00000271021.1"	0	1	0
"ENSG00000271826.1"	1	0	0
"ENSG00000252441.1"	0	0	1
"ENSG00000102024.13"	17	9	12
"ENSG00000270431.1"	0	2	2
"ENSG00000227881.1"	0	0	0
"ENSG00000234785.1"	2	3	6
"ENSG00000264759.1"	0	0	0
"ENSG00000228532.2"	0	3	2
"ENSG00000255927.1"	0	0	0
"ENSG00000229335.1"	0	1	0
"ENSG00000235244.3"	5	1	10
"ENSG00000266828.1"	0	0	0
"ENSG00000231371.1"	0	1	0
"ENSG00000234558.1"	5	4	2
"ENSG00000180772.6"	1	4	0
"ENSG00000207033.1"	1	0	1
"ENSG00000087916.7"	3	1	8
"ENSG00000204019.4"	0	1	0
"ENSG00000236077.2"	0	4	0
"ENSG00000237860.1"	0	0	0
"ENSG00000230159.1"	1	0	1
"ENSG00000224217.1"	0	1	0
"ENSG00000206752.1"	0	0	0
"ENSG00000213526.3"	1	2	1
"ENSG00000238066.1"	0	0	0
"ENSG00000224314.1"	0	0	1
"ENSG00000003096.9"	26	16	19
"ENSG00000200291.1"	3	73	1
"ENSG00000239500.2"	5	2	4
"ENSG00000237458.1"	0	2	0
"ENSG00000234524.1"	0	0	0
"ENSG00000270619.1"	3	0	0
"ENSG00000131725.9"	1093	422	650
"ENSG00000264567.1"	10	2	5
"ENSG00000221463.1"	7	7	12
"ENSG00000147251.11"	12961	8208	11122
"ENSG00000206862.1"	0	1	4
"ENSG00000230399.1"	0	0	1
"ENSG00000131724.6"	5435	2739	3851
"ENSG00000239182.1"	30	12	26
"ENSG00000250995.1"	29	18	28
"ENSG00000174460.3"	4	4	3
"ENSG00000203650.3"	1	2	6
"ENSG00000224341.1"	0	3	2
"ENSG00000231270.1"	1	0	1
"ENSG00000175556.12"	613	338	497
"ENSG00000250423.2"	7	6	5
"ENSG00000227864.1"	0	0	0
"ENSG00000230170.1"	0	1	4
"ENSG00000270625.1"	0	1	0
"ENSG00000101856.8"	1221	857	1313
"ENSG00000214992.5"	1	5	5
"ENSG00000230392.1"	6	1	3
"ENSG00000226661.1"	1	0	0
"ENSG00000227814.3"	0	2	1
"ENSG00000077713.14"	209	129	184
"ENSG00000237903.1"	8	0	4
"ENSG00000207175.1"	3	9	7
"ENSG00000264952.1"	2	0	0
"ENSG00000266420.1"	10	4	4
"ENSG00000252147.1"	0	1	2
"ENSG00000224281.4"	39	28	46
"ENSG00000005022.5"	2192	1075	1960
"ENSG00000018610.9"	384	317	508
"ENSG00000077721.11"	1162	618	882
"ENSG00000186416.8"	398	254	357
"ENSG00000125354.18"	4352	1722	2700
"ENSG00000211578.1"	36	15	20
"ENSG00000187808.3"	539	248	350
"ENSG00000198918.7"	573	1705	1965
"ENSG00000206622.1"	1	2	2
"ENSG00000125351.6"	460	312	377
"ENSG00000125352.4"	477	318	578
"ENSG00000125356.6"	277	476	662
"ENSG00000186471.8"	0	1	3
"ENSG00000227285.1"	54	39	61
"ENSG00000264392.1"	5	5	21
"ENSG00000101882.5"	564	253	348
"ENSG00000234493.1"	56	36	43
"ENSG00000258545.1"	11	5	8
"ENSG00000203989.2"	0	0	1
"ENSG00000101883.4"	9	5	5
"ENSG00000228139.1"	8	6	6
"ENSG00000233382.5"	619	382	490
"ENSG00000131721.4"	1	1	4
"ENSG00000227541.1"	53	32	67
"ENSG00000237757.1"	188	102	141
"ENSG00000177485.6"	1364	823	1111
"ENSG00000125355.11"	25	19	13
"ENSG00000232042.1"	0	0	0
"ENSG00000101892.7"	1	3	5
"ENSG00000005893.11"	12066	7730	10854
"ENSG00000158290.12"	3080	1713	2421
"ENSG00000272179.1"	0	0	1
"ENSG00000232119.3"	498	307	472
"ENSG00000171155.7"	522	336	521
"ENSG00000181511.5"	0	2	0
"ENSG00000237828.1"	1	2	1
"ENSG00000236446.2"	2	1	2
"ENSG00000271346.1"	0	0	0
"ENSG00000226685.2"	0	0	0
"ENSG00000270678.1"	0	0	0
"ENSG00000226929.2"	0	0	0
"ENSG00000270493.1"	0	0	0
"ENSG00000224089.2"	0	0	0
"ENSG00000271154.1"	0	0	0
"ENSG00000226600.2"	0	0	0
"ENSG00000271041.1"	0	0	0
"ENSG00000230347.2"	0	0	0
"ENSG00000270397.1"	0	0	0
"ENSG00000228517.2"	0	0	0
"ENSG00000271502.1"	0	0	0
"ENSG00000237957.3"	0	0	0
"ENSG00000226023.2"	0	0	0
"ENSG00000271211.1"	0	0	0
"ENSG00000270736.1"	0	0	0
"ENSG00000230594.2"	0	0	0
"ENSG00000270771.1"	0	0	0
"ENSG00000236126.2"	0	0	0
"ENSG00000270646.1"	0	0	0
"ENSG00000236371.3"	0	0	0
"ENSG00000242362.1"	0	0	0
"ENSG00000270456.1"	0	0	0
"ENSG00000270251.1"	0	0	0
"ENSG00000233433.1"	1	1	3
"ENSG00000182890.3"	15	26	12
"ENSG00000234176.1"	3	8	12
"ENSG00000212032.2"	0	0	0
"ENSG00000265456.1"	1	0	0
"ENSG00000213498.3"	1	0	0
"ENSG00000221217.2"	0	0	0
"ENSG00000260585.1"	3	8	6
"ENSG00000237891.1"	0	0	1
"ENSG00000221317.1"	0	0	0
"ENSG00000232496.2"	0	2	0
"ENSG00000212321.1"	0	0	0
"ENSG00000224236.2"	4	0	0
"ENSG00000125675.13"	10	11	11
"ENSG00000265082.1"	0	0	0
"ENSG00000179101.5"	6	8	5
"ENSG00000229733.1"	0	0	0
"ENSG00000228466.1"	0	0	0
"ENSG00000125676.15"	3137	2007	2948
"ENSG00000232149.1"	0	0	2
"ENSG00000264467.1"	0	0	2
"ENSG00000230376.1"	1	1	0
"ENSG00000252178.1"	0	0	0
"ENSG00000226902.1"	0	1	2
"ENSG00000199705.1"	0	0	0
"ENSG00000101966.8"	4093	3376	4273
"ENSG00000237331.1"	0	1	0
"ENSG00000252627.1"	24	16	19
"ENSG00000237025.1"	0	0	0
"ENSG00000232412.1"	21	14	20
"ENSG00000101972.14"	11199	7845	10106
"ENSG00000239058.1"	0	0	0
"ENSG00000237426.1"	1	2	0
"ENSG00000252693.1"	2	0	0
"ENSG00000234564.1"	1	0	2
"ENSG00000232054.1"	0	1	1
"ENSG00000226532.1"	1	0	1
"ENSG00000229825.1"	0	2	1
"ENSG00000183918.10"	920	695	948
"ENSG00000009694.9"	851	465	709
"ENSG00000236880.1"	3	4	2
"ENSG00000238626.1"	0	0	0
"ENSG00000232599.1"	43	15	34
"ENSG00000263886.1"	0	0	0
"ENSG00000213489.3"	0	3	0
"ENSG00000222518.1"	0	0	0
"ENSG00000237208.1"	0	1	0
"ENSG00000198354.4"	4	2	2
"ENSG00000230916.2"	1	1	1
"ENSG00000231501.1"	0	0	0
"ENSG00000264338.1"	0	4	0
"ENSG00000232177.1"	0	0	0
"ENSG00000198889.3"	6	2	1
"ENSG00000226414.1"	0	0	0
"ENSG00000263686.1"	0	0	0
"ENSG00000183631.4"	0	2	1
"ENSG00000230538.1"	1	0	0
"ENSG00000260683.1"	2	0	1
"ENSG00000235274.1"	1	1	0
"ENSG00000224548.1"	0	0	0
"ENSG00000123165.7"	0	0	1
"ENSG00000236042.2"	0	1	0
"ENSG00000235334.1"	0	0	0
"ENSG00000235239.1"	1	1	3
"ENSG00000235735.1"	0	0	0
"ENSG00000225689.1"	0	0	0
"ENSG00000226802.1"	0	0	3
"ENSG00000218728.3"	0	0	1
"ENSG00000223995.2"	0	0	0
"ENSG00000234592.1"	3	0	0
"ENSG00000226339.1"	0	0	0
"ENSG00000201518.1"	2	0	0
"ENSG00000102038.11"	20	19	25
"ENSG00000122126.11"	358	206	241
"ENSG00000171388.9"	3	9	3
"ENSG00000122121.6"	36	12	17
"ENSG00000122122.9"	6659	1924	3119
"ENSG00000240143.1"	162	63	117
"ENSG00000188706.8"	81	37	47
"ENSG00000266440.1"	0	0	0
"ENSG00000235189.1"	6	3	3
"ENSG00000238040.1"	1	4	0
"ENSG00000156697.8"	426	254	408
"ENSG00000085185.11"	556	158	220
"ENSG00000102034.12"	1960	685	991
"ENSG00000156709.9"	550	286	408
"ENSG00000134594.4"	91	55	87
"ENSG00000056277.11"	268	160	244
"ENSG00000202304.1"	0	1	0
"ENSG00000225046.2"	0	0	0
"ENSG00000102078.11"	328	210	305
"ENSG00000147262.2"	2	0	6
"ENSG00000134597.9"	486	287	465
"ENSG00000229702.1"	2	2	4
"ENSG00000221930.5"	30	20	30
"ENSG00000271677.1"	2	0	0
"ENSG00000165675.12"	548	327	471
"ENSG00000238188.1"	2	3	2
"ENSG00000228659.1"	2	0	0
"ENSG00000147256.6"	5	7	4
"ENSG00000241198.2"	4	0	1
"ENSG00000237650.1"	0	2	1
"ENSG00000147255.13"	10	16	6
"ENSG00000185903.9"	0	0	0
"ENSG00000229082.1"	0	0	0
"ENSG00000242610.1"	0	3	0
"ENSG00000216047.2"	0	0	0
"ENSG00000234288.1"	1	0	1
"ENSG00000230973.1"	0	1	0
"ENSG00000228450.2"	0	2	0
"ENSG00000171054.6"	0	1	0
"ENSG00000237225.1"	0	0	0
"ENSG00000232787.1"	0	0	0
